01idhab;02idpolhab;03numsite;04cdhab;05lbhab;06rechab;07surfhab;08calrecha;09habdom;10cohabpol;11cdhabref;12lball;13autall;14lbsal;15autsal;16lbass;17autass;18formveg;19stadhhab;20cdn2000;21lbn2000;22cdcahab;23lbcahab;24cdcb;25lbcb;26cdeunis;27lbeunis;28cddynhab;29lbdynhab;30cdusagpr;31lbusagpr;32plusages;33cddegprh;34lbdegprh;35pldeghab;36cdedchab;37lbedchab;38cdgest;39lbgest;40plgest;41cdrestau;42lbrestau;43cdhabori;44cocbn;45evalcbn;46uuidhab;47uuidpol;;;;;;;;;;;;;;;;;;;;
2596;2596;FR8201720;ARR_ELA2;Prairies mésophiles de fauche de basse altitude à fromental (Arrhenatherum elatius);100;1,81;O;oui;;30583;Arrhenatherion elatioris;W. Koch 1926;non renseigné;non renseigné;non renseigné;non renseigné;prairies mésophiles de fauche et de pâture;IC;6510;Pelouses de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis);6510;Pelouses maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis);38.22;Prairies de fauche des plaines médio-européennes;E2.22;Prairies de fauche planitiaires subatlantiques;1;stable;A03;Fauche de prairies;U;A03.01;Fauche intensive ou intensification;N;2;Défavorable inadéquat;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2597;2597;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,35;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2598;2598;FR8201720;GOL_PEL;Pelouse des parcs golfs;100;0,37;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.64;Pelouses des parcs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2599;2599;FR8201720;GOL_PEL;Pelouse des parcs golfs;100;0,82;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.64;Pelouses des parcs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2600;2600;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,1;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2601;2601;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,03;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2602;2602;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;0,26;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
26042;2604;FR8201720;CAR_REM;Végétation fontinale des sources, suintements et ruisselets ombragés à laiche à épis espacés (Carex remota) des étages planitiaire à montagnard;20;1,83;O;non;;16636;Caricion remotae;Kästner 1941;non renseigné;non renseigné;non renseigné;non renseigné;Végétation fontinale;NC;NC;non concerné;NC;non concerné;54.112;Sources à Cardamines;D2.2C2;Sources à Cardamine;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
26042;2604;FR8201720;SOL_NU;Sol nu;40;0,28;O;non;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;NC;NC;non concerné;NC;non concerné;NC;non concerné;NC;non concerné;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2604;2604;FR8201720;SAL_CIN;Saulaie arbustive des sols marécageux asphyxiques et oligotrophes;60;1,83;O;oui;;16616;Salicion cinereae;T.Müll. et Görs 1958;non renseigné;non renseigné;Frangulo alni - Salicetum auritae;Tüxen 1937;Fourré humide;NC;NC;non concerné;NC;non concerné;44.922;Saussaies à sphaigne;F9.22;Saussaies marécageuses à Sphaignes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
26062;2606;FR8201720;SOL_NU;Sol nu;15;0,28;O;non;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;NC;NC;non concerné;NC;non concerné;NC;non concerné;NC;non concerné;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2606;2606;FR8201720;ARR_ELA2;Prairies mésophiles de fauche de basse altitude à fromental (Arrhenatherum elatius);85;1,75;O;oui;;30583;Arrhenatherion elatioris;W. Koch 1926;non renseigné;non renseigné;non renseigné;non renseigné;prairies mésophiles de fauche et de pâture;IC;6510;Pelouses de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis);6510;Pelouses maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis);38.22;Prairies de fauche des plaines médio-européennes;E2.22;Prairies de fauche planitiaires subatlantiques;1;stable;A03;Fauche de prairies;U;A08;Fertilisation;N;2;Défavorable inadéquat;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2607;2607;FR8201720;CAR_FAG;Charmaies-chênaies et hêtraies-chênaies collinéennes mésophiles (et faciès à Castanea sativa) des sols peu acides à basiques;100;2,8;O;oui;;31640;Carpino betuli-Fagion sylvaticae;R. Boeuf, Renaux & J.-M. Royer in R. Boeuf 2011;non renseigné;non renseigné;non renseigné;non renseigné;boisement feuillu  (mésophile à sec);IC;9130;Hêtraies de l'Asperulo-Fagetum;9130;Hêtraies de l'Asperulo-Fagetum;41.2;Chênaies-charmaies;G1.A1;Boisements sur sols eutrophes et mésotrophes à Quercus, Fraxinus et Carpinus betulus;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2608;2608;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;1,83;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2609;2609;FR8201720;QUE_PUB1;Chênaie pubescente submontagnarde xérophile neutrocalcicole;100;0,57;O;oui;;-1;Quercion pubescenti-petraeae;Br.-Bl. 1932;Sorbo ariae-Quercenion pubescentis;Rameau ex J.-M. Royer, Felzines, Misset & Thévenin 2009;Quercetum pubescenti-petraeae;Imchenetzky nom. invers. Hernis 1933;boisement feuillu  (mésophile à sec);NC;NC;non concerné;NC;non concerné;41.711;Bois occidentaux de Quercus pubescens;G1.711;Chênaies à Quercus pubescens occidentales;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2610;2610;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;2,99;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2613;2613;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;0,61;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2614;2614;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;1,93;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2615;2615;FR8201720;QUE_PUB1;Chênaie pubescente submontagnarde xérophile neutrocalcicole;100;2,69;O;oui;;-1;Quercion pubescenti-petraeae;Br.-Bl. 1932;Sorbo ariae-Quercenion pubescentis;Rameau ex J.-M. Royer, Felzines, Misset & Thévenin 2009;Quercetum pubescenti-petraeae;Imchenetzky nom. invers. Hernis 1933;boisement feuillu  (mésophile à sec);NC;NC;non concerné;NC;non concerné;41.711;Bois occidentaux de Quercus pubescens;G1.711;Chênaies à Quercus pubescens occidentales;1;stable;NR;non renseigné;U;I01;Espèces exotiques envahissantes;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2619;2619;FR8201720;CHE_ANT;Murs des vieilles villes;100;0,03;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;86;Villes, villages et sites industriels;J1;Bâtiments des villes et des villages;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2621;2621;FR8201720;GOL_PEL;Pelouse des parcs golfs;100;0,82;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.64;Pelouses des parcs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2622;2622;FR8201720;CHE_ANT;Murs des vieilles villes;100;0,07;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;86;Villes, villages et sites industriels;J1;Bâtiments des villes et des villages;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2623;2623;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;0,33;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2624;2624;FR8201720;CHE_ANT;Murs des vieilles villes;100;0,68;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;86;Villes, villages et sites industriels;J1;Bâtiments des villes et des villages;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2625;2625;FR8201720;CHE_ANT;Murs des vieilles villes;100;0,74;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;86;Villes, villages et sites industriels;J1;Bâtiments des villes et des villages;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2626;2626;FR8201720;CHE_ANT;Murs des vieilles villes;100;0,11;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;86;Villes, villages et sites industriels;J1;Bâtiments des villes et des villages;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2627;2627;FR8201720;CHE_ANT;Murs des vieilles villes;100;0,34;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;86;Villes, villages et sites industriels;J1;Bâtiments des villes et des villages;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2628;2628;FR8201720;CAR_FAG;Charmaies-chênaies et hêtraies-chênaies collinéennes mésophiles (et faciès à Castanea sativa) des sols peu acides à basiques;100;0,55;O;oui;;31640;Carpino betuli-Fagion sylvaticae;R. Boeuf, Renaux & J.-M. Royer in R. Boeuf 2011;non renseigné;non renseigné;non renseigné;non renseigné;boisement feuillu  (mésophile à sec);IC;9130;Hêtraies de l'Asperulo-Fagetum;9130;Hêtraies de l'Asperulo-Fagetum;41.2;Chênaies-charmaies;G1.A1;Boisements sur sols eutrophes et mésotrophes à Quercus, Fraxinus et Carpinus betulus;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2629;2629;FR8201720;CHE_ANT;Murs des vieilles villes;100;1,05;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;86;Villes, villages et sites industriels;J1;Bâtiments des villes et des villages;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2630;2630;FR8201720;CAR_FAG;Charmaies-chênaies et hêtraies-chênaies collinéennes mésophiles (et faciès à Castanea sativa) des sols peu acides à basiques;100;0,28;O;oui;;31640;Carpino betuli-Fagion sylvaticae;R. Boeuf, Renaux & J.-M. Royer in R. Boeuf 2011;non renseigné;non renseigné;non renseigné;non renseigné;boisement feuillu  (mésophile à sec);IC;9130;Hêtraies de l'Asperulo-Fagetum;9130;Hêtraies de l'Asperulo-Fagetum;41.2;Chênaies-charmaies;G1.A1;Boisements sur sols eutrophes et mésotrophes à Quercus, Fraxinus et Carpinus betulus;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2631;2631;FR8201720;CAR_FAG;Charmaies-chênaies et hêtraies-chênaies collinéennes mésophiles (et faciès à Castanea sativa) des sols peu acides à basiques;100;0,42;O;oui;;31640;Carpino betuli-Fagion sylvaticae;R. Boeuf, Renaux & J.-M. Royer in R. Boeuf 2011;non renseigné;non renseigné;non renseigné;non renseigné;boisement feuillu  (mésophile à sec);IC;9130;Hêtraies de l'Asperulo-Fagetum;9130;Hêtraies de l'Asperulo-Fagetum;41.2;Chênaies-charmaies;G1.A1;Boisements sur sols eutrophes et mésotrophes à Quercus, Fraxinus et Carpinus betulus;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2632;2632;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,46;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2633;2633;FR8201720;ARR_ELA2;Prairies mésophiles de fauche de basse altitude à fromental (Arrhenatherum elatius);100;1,32;O;oui;;30583;Arrhenatherion elatioris;W. Koch 1926;non renseigné;non renseigné;non renseigné;non renseigné;prairies mésophiles de fauche et de pâture;IC;6510;Pelouses de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis);6510;Pelouses maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis);38.22;Prairies de fauche des plaines médio-européennes;E2.22;Prairies de fauche planitiaires subatlantiques;1;stable;A03;Fauche de prairies;U;A08;Fertilisation;N;2;Défavorable inadéquat;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2635;2635;FR8201720;CAR_FAG;Charmaies-chênaies et hêtraies-chênaies collinéennes mésophiles (et faciès à Castanea sativa) des sols peu acides à basiques;100;2,03;O;oui;;31640;Carpino betuli-Fagion sylvaticae;R. Boeuf, Renaux & J.-M. Royer in R. Boeuf 2011;non renseigné;non renseigné;non renseigné;non renseigné;boisement feuillu  (mésophile à sec);IC;9130;Hêtraies de l'Asperulo-Fagetum;9130;Hêtraies de l'Asperulo-Fagetum;41.2;Chênaies-charmaies;G1.A1;Boisements sur sols eutrophes et mésotrophes à Quercus, Fraxinus et Carpinus betulus;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2636;2636;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,45;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
